parcode,trial,fix_item,fix_time
202,201,0,281
202,201,1,166
202,201,0,32
202,201,2,600
202,201,0,231
202,201,1,384
202,201,0,47
202,201,2,717
202,201,0,32
202,201,1,367
202,201,0,49
202,201,2,617
202,201,0,99
202,201,1,292
202,203,2,388
202,203,0,364
202,203,1,201
202,203,0,31
202,203,2,483
202,205,1,388
202,205,0,48
202,205,2,550
202,205,0,47
202,205,1,533
202,205,0,65
202,205,2,950
202,205,0,31
202,205,1,283
202,205,0,49
202,205,2,683
202,205,0,31
202,205,1,850
202,205,0,365
202,205,2,392
202,207,1,237
202,207,0,148
202,207,2,516
202,207,0,31
202,207,1,450
202,207,0,32
202,207,2,290
202,209,2,372
202,209,0,264
202,209,1,50
202,209,0,114
202,209,2,417
202,209,0,48
202,209,1,399
202,209,0,49
202,209,2,113
202,211,1,387
202,211,0,32
202,211,2,533
202,211,0,32
202,211,1,316
202,211,0,48
202,211,2,417
202,213,0,569
202,213,1,200
202,213,0,49
202,213,2,1384
202,213,0,30
202,213,1,217
202,213,0,49
202,213,2,817
202,213,0,64
202,213,1,200
202,215,0,538
202,215,2,416
202,215,0,32
202,215,1,633
202,217,0,556
202,217,2,501
202,217,0,31
202,217,1,600
202,217,0,32
202,217,2,416
202,217,0,32
202,217,1,111
202,219,0,306
202,219,2,450
202,219,0,31
202,219,1,600
202,219,0,48
202,219,2,1283
202,219,0,31
202,219,1,850
202,219,0,49
202,219,2,258
202,221,0,256
202,221,2,267
202,221,0,414
202,221,1,133
202,221,0,65
202,221,2,517
202,221,0,31
202,221,1,166
202,223,0,272
202,223,2,800
202,223,0,31
202,223,1,433
202,223,0,64
202,223,2,1167
202,223,0,31
202,223,1,200
202,223,0,99
202,223,2,1250
202,223,0,48
202,223,1,1000
202,223,0,48
202,223,2,233
202,223,0,32
202,223,1,362
202,225,1,389
202,225,0,48
202,225,2,467
202,225,0,32
202,225,1,433
202,225,0,465
202,225,2,300
202,227,1,455
202,227,0,48
202,227,2,500
202,227,0,31
202,227,1,517
202,227,0,32
202,227,2,450
202,227,0,332
202,227,1,234
202,227,0,31
202,227,2,1084
202,227,0,131
202,227,1,517
202,227,0,66
202,227,2,254
202,229,2,540
202,229,0,197
202,229,1,400
202,229,0,31
202,229,2,683
202,231,1,439
202,231,0,32
202,231,2,1045
202,233,2,1057
202,233,0,30
202,233,1,234
202,233,0,82
202,233,2,466
202,235,0,338
202,235,2,433
202,235,0,31
202,235,1,734
202,235,0,48
202,235,2,600
202,235,0,31
202,235,1,2666
202,235,0,49
202,235,2,1967
202,235,0,32
202,235,1,450
202,237,1,490
202,237,0,31
202,237,2,484
202,237,0,47
202,237,1,733
202,239,0,555
202,239,1,579
202,241,0,272
202,241,2,216
202,241,0,298
202,241,1,167
202,241,0,48
202,241,2,1050
202,241,0,48
202,241,1,78
202,243,2,388
202,243,0,65
202,243,1,300
202,243,0,48
202,243,2,250
202,243,0,31
202,243,1,433
202,245,0,420
202,245,1,100
202,245,0,48
202,245,2,433
202,245,0,31
202,245,1,550
202,245,0,65
202,245,2,439
202,247,0,288
202,247,2,283
202,247,0,397
202,247,1,134
202,247,0,65
202,247,2,366
202,247,0,32
202,247,1,238
202,249,1,422
202,249,0,32
202,249,2,501
202,249,0,30
202,249,1,349
202,249,0,65
202,249,2,439
202,251,2,406
202,251,0,47
202,251,1,617
202,251,0,31
202,251,2,1167
202,251,0,31
202,251,1,301
202,253,1,273
202,253,0,231
202,253,2,466
202,253,0,32
202,253,1,300
202,253,0,31
202,253,2,383
202,253,0,398
202,253,1,350
202,253,0,65
202,253,2,250
202,253,0,32
202,253,1,233
202,253,0,381
202,253,2,84
202,253,0,65
202,253,1,716
202,253,0,148
202,253,2,288
202,255,0,455
202,255,1,150
202,255,0,48
202,255,2,367
202,255,0,31
202,255,1,433
202,255,0,232
202,255,2,1033
202,255,0,31
202,255,1,156
202,257,1,420
202,257,0,48
202,257,2,1400
202,257,0,48
202,257,1,284
202,257,0,48
202,257,2,467
202,257,0,48
202,257,1,233
202,259,2,399
202,259,0,281
202,259,1,133
202,259,0,48
202,259,2,383
202,259,0,31
202,259,1,267
202,261,1,423
202,261,0,32
202,261,2,450
202,261,0,32
202,261,1,550
202,261,0,98
202,261,2,816
202,261,0,148
202,261,1,1184
202,263,0,287
202,263,2,200
202,263,0,64
202,263,1,550
202,263,0,32
202,263,2,517
202,263,0,31
202,263,1,67
202,265,1,388
202,265,0,49
202,265,2,450
202,265,0,31
202,265,1,316
202,265,0,32
202,265,2,430
202,267,0,272
202,267,2,233
202,267,0,298
202,267,1,150
202,267,0,32
202,267,2,200
202,267,0,47
202,267,1,311
202,269,1,387
202,269,0,32
202,269,2,350
202,269,0,164
202,269,1,617
202,269,0,48
202,269,2,550
202,269,0,32
202,269,1,138
202,271,2,354
202,271,0,465
202,271,1,17
202,271,0,31
202,271,2,367
202,271,0,31
202,271,1,592
202,273,2,421
202,273,0,47
202,273,1,183
202,273,0,132
202,273,2,301
202,273,0,30
202,273,1,450
202,273,0,49
202,273,2,683
202,273,0,31
202,273,1,534
202,273,0,64
202,273,2,217
202,273,0,148
202,273,1,233
202,273,0,81
202,273,2,400
202,273,0,31
202,273,1,221
202,275,0,271
202,275,2,450
202,275,0,31
202,275,1,667
202,275,0,32
202,275,2,500
202,275,0,47
202,275,1,500
202,275,0,49
202,275,2,139
202,277,1,686
202,277,0,31
202,277,2,517
202,277,0,215
202,277,1,155
202,279,2,388
202,279,0,48
202,279,1,717
202,279,0,65
202,279,2,550
202,279,0,31
202,279,1,196
202,281,0,271
202,281,2,300
202,281,0,214
202,281,1,300
202,281,0,215
202,281,2,684
202,281,0,47
202,281,1,283
202,283,0,273
202,283,2,466
202,283,0,32
202,283,1,500
202,283,0,65
202,283,2,481
202,285,1,405
202,285,0,65
202,285,2,617
202,285,0,31
202,285,1,350
202,285,0,65
202,285,2,282
202,287,1,403
202,287,0,32
202,287,2,400
202,287,0,31
202,287,1,517
202,287,0,65
202,287,2,383
202,289,2,520
202,289,0,365
202,289,1,184
202,289,0,48
202,289,2,526
202,291,0,273
202,291,2,384
202,291,0,31
202,291,1,517
202,291,0,48
202,291,2,219
202,293,1,387
202,293,0,49
202,293,2,467
202,293,0,48
202,293,1,283
202,293,0,249
202,293,2,449
202,295,2,389
202,295,0,47
202,295,1,300
202,295,0,82
202,295,2,284
202,295,0,31
202,295,1,421
202,297,0,255
202,297,2,234
202,297,0,214
202,297,1,369
202,299,2,355
202,299,0,331
202,299,1,167
202,299,0,48
202,299,2,468
202,301,0,255
202,301,2,416
202,301,0,48
202,301,1,866
202,303,1,422
202,303,0,31
202,303,2,316
202,303,0,281
202,303,1,184
202,303,0,32
202,303,2,805
202,305,0,271
202,305,2,417
202,305,0,48
202,305,1,450
202,305,0,48
202,305,2,714
202,307,1,440
202,307,0,32
202,307,2,416
202,307,0,31
202,307,1,527
202,309,0,307
202,309,2,548
202,311,0,322
202,311,1,667
202,311,0,32
202,311,2,517
202,311,0,48
202,311,1,501
202,313,0,355
202,313,1,17
202,313,0,181
202,313,2,367
202,313,0,31
202,313,1,333
202,315,1,372
202,315,0,48
202,315,2,384
202,315,0,31
202,315,1,350
202,317,0,288
202,317,2,300
202,317,0,48
202,317,1,167
202,319,0,289
202,319,2,483
202,319,0,48
202,319,1,633
202,319,0,66
202,319,2,233
202,319,0,215
202,319,1,233
202,319,0,198
202,319,2,217
202,319,0,47
202,319,1,467
202,321,0,304
202,321,2,400
202,321,0,31
202,321,1,467
202,321,0,265
202,321,2,367
202,321,0,230
202,321,1,202
202,323,0,271
202,323,2,250
202,323,0,214
202,323,1,283
202,323,0,32
202,323,2,1051
202,323,0,48
202,323,1,66
202,325,2,422
202,325,0,31
202,325,1,550
202,325,0,48
202,325,2,525
202,327,2,1186
202,327,0,131
202,327,1,367
202,327,0,32
202,327,2,1183
202,327,0,214
202,327,1,233
202,327,0,32
202,327,2,300
202,327,0,298
202,327,1,283
202,327,0,32
202,327,2,450
202,327,0,547
202,327,1,36
202,329,2,339
202,329,0,298
202,329,1,250
202,329,0,31
202,329,2,555
202,331,1,372
202,331,0,31
202,331,2,334
202,331,0,47
202,331,1,333
202,331,0,49
202,331,2,431
202,333,1,423
202,333,0,48
202,333,2,466
202,333,0,48
202,333,1,583
202,333,0,49
202,333,2,800
202,333,0,197
202,333,1,167
202,333,0,48
202,333,2,833
202,333,0,31
202,333,1,1300
202,333,0,48
202,333,2,56
202,335,2,403
202,335,0,31
202,335,1,750
202,335,0,48
202,335,2,623
202,337,0,272
202,337,2,467
202,337,0,31
202,337,1,284
202,337,0,298
202,337,2,311
202,339,0,306
202,339,2,233
202,339,0,264
202,339,1,183
202,339,0,65
202,339,2,449
202,339,0,48
202,339,1,850
202,339,0,48
202,339,2,567
202,339,0,198
202,339,1,233
202,339,0,65
202,339,2,850
202,339,0,48
202,339,1,600
204,171,2,772
204,171,0,31
204,171,1,400
204,171,0,65
204,171,2,633
204,171,0,30
204,171,1,433
204,171,0,32
204,171,2,300
204,171,0,30
204,171,1,434
204,171,0,66
204,171,2,115
204,173,2,436
204,173,0,31
204,173,1,679
204,175,0,439
204,175,1,267
204,175,0,66
204,175,2,567
204,175,0,32
204,175,1,252
204,177,2,637
204,177,0,31
204,177,1,267
204,177,0,65
204,177,2,227
204,179,2,706
204,179,0,31
204,179,1,1634
204,179,0,31
204,179,2,35
204,181,1,939
204,181,0,31
204,181,2,578
204,183,2,1738
204,183,0,31
204,183,1,534
204,183,0,30
204,183,2,459
204,185,0,339
204,185,1,567
204,185,0,64
204,185,2,667
204,185,0,65
204,185,1,302
204,187,1,739
204,187,0,32
204,187,2,667
204,189,0,337
204,189,1,568
204,189,0,31
204,189,2,1267
204,189,0,31
204,189,1,600
204,189,0,199
204,189,2,339
204,191,0,406
204,191,2,500
204,191,0,30
204,191,1,2134
204,191,0,31
204,191,2,824
204,193,1,1306
204,193,0,32
204,193,2,619
204,195,1,1304
204,195,0,332
204,195,2,400
204,195,0,64
204,195,1,866
204,195,0,65
204,195,2,734
204,195,0,30
204,195,1,333
204,195,0,332
204,195,2,16
204,197,1,1105
204,197,0,265
204,197,2,767
204,197,0,64
204,197,1,433
204,197,0,32
204,197,2,733
204,197,0,31
204,197,1,1500
204,199,1,1072
204,199,0,32
204,199,2,633
204,199,0,64
204,199,1,477
204,201,0,704
204,201,1,299
204,201,0,232
204,201,2,400
204,201,0,98
204,201,1,433
204,201,0,32
204,201,2,118
204,203,0,472
204,203,1,433
204,203,0,32
204,203,2,868
204,203,0,30
204,203,1,520
204,205,2,1104
204,205,0,98
204,205,1,199
204,205,0,498
204,205,2,1434
204,205,0,64
204,205,1,1166
204,205,0,231
204,205,2,499
204,207,2,739
204,207,0,31
204,207,1,800
204,207,0,66
204,207,2,408
204,209,1,1105
204,209,0,31
204,209,2,1243
204,211,2,872
204,211,0,32
204,211,1,895
204,213,0,371
204,213,1,466
204,213,0,65
204,213,2,467
204,213,0,64
204,213,1,367
204,213,0,198
204,213,2,533
204,215,2,604
204,215,0,64
204,215,1,266
204,215,0,431
204,215,2,1
204,217,0,737
204,217,1,100
204,217,0,32
204,217,2,532
204,217,0,64
204,217,1,534
204,217,0,31
204,217,2,691
204,219,0,36
204,219,1,733
204,219,0,65
204,219,2,567
204,219,0,65
204,219,1,499
204,219,0,32
204,219,2,467
204,219,0,64
204,219,1,280
204,221,0,635
204,221,1,533
204,221,0,32
204,221,2,2267
204,221,0,30
204,221,1,267
204,221,0,32
204,221,2,878
204,223,1,706
204,223,0,32
204,223,2,533
204,223,0,32
204,223,1,566
204,223,0,31
204,223,2,700
204,223,0,65
204,223,1,299
204,223,0,32
204,223,2,727
204,225,2,570
204,225,0,31
204,225,1,601
204,225,0,31
204,225,2,700
204,225,0,65
204,225,1,232
204,227,2,538
204,227,0,31
204,227,1,366
204,227,0,31
204,227,2,700
204,229,2,972
204,229,0,31
204,229,1,367
204,229,0,198
204,229,2,600
204,229,0,31
204,229,1,667
204,229,0,65
204,229,2,977
204,231,0,437
204,231,1,266
204,231,0,66
204,231,2,242
204,233,0,303
204,233,1,467
204,233,0,66
204,233,2,1100
204,233,0,64
204,233,1,434
204,233,0,32
204,233,2,54
204,235,1,604
204,235,0,32
204,235,2,667
204,235,0,31
204,235,1,1067
204,235,0,32
204,235,2,691
204,237,0,338
204,237,1,400
204,237,0,264
204,237,2,500
204,237,0,231
204,237,1,333
204,239,2,639
204,239,0,31
204,239,1,567
204,239,0,65
204,239,2,394
204,241,2,873
204,241,0,30
204,241,1,500
204,241,0,298
204,241,2,364
204,243,1,838
204,243,0,298
204,243,2,900
204,245,0,605
204,245,1,167
204,245,0,32
204,245,2,633
204,245,0,64
204,245,1,534
204,245,0,31
204,245,2,467
204,245,0,31
204,245,1,600
204,245,0,32
204,245,2,50
204,247,1,605
204,247,0,32
204,247,2,666
204,249,2,738
204,249,0,98
204,249,1,233
204,249,0,198
204,249,2,143
204,251,1,604
204,251,0,32
204,251,2,442
204,253,2,705
204,253,0,31
204,253,1,700
204,253,0,31
204,253,2,39
204,255,2,606
204,255,0,64
204,255,1,634
204,255,0,31
204,255,2,673
204,257,1,1094
204,257,0,32
204,257,2,547
204,259,0,769
204,259,1,233
204,259,2,305
204,261,1,772
204,261,0,33
204,261,2,366
204,263,0,672
204,263,1,133
204,263,0,65
204,263,2,388
204,265,2,605
204,265,0,31
204,265,1,633
204,267,2,702
204,267,0,30
204,267,1,567
204,267,0,32
204,267,2,78
204,269,1,839
204,269,0,31
204,269,2,533
204,271,0,370
204,271,1,200
204,271,0,65
204,271,2,445
204,273,2,638
204,273,0,165
204,273,1,534
204,275,0,404
204,275,2,267
204,275,0,30
204,275,1,800
204,275,0,31
204,275,2,1579
204,277,0,805
204,277,2,367
204,279,0,606
204,279,2,433
204,281,1,571
204,281,0,65
204,281,2,600
204,281,0,64
204,281,1,140
204,283,2,738
204,283,0,31
204,283,1,700
204,283,0,31
204,283,2,934
204,283,0,64
204,283,1,663
204,285,1,671
204,285,0,32
204,285,2,566
204,285,0,32
204,285,1,110
204,287,0,371
204,287,1,400
204,287,0,33
204,287,2,500
204,287,0,165
204,287,1,33
204,289,0,705
204,289,2,266
204,289,0,31
204,289,1,600
204,289,0,65
204,289,2,733
204,289,0,65
204,289,1,566
204,289,0,199
204,289,2,667
204,289,0,165
204,289,1,233
204,291,2,1170
204,291,0,65
204,291,1,299
204,291,0,199
204,291,2,100
204,293,0,705
204,293,2,167
204,293,0,31
204,293,1,367
204,293,0,31
204,293,2,246
204,295,2,539
204,295,0,64
204,295,1,177
204,297,2,571
204,297,0,31
204,297,1,934
204,297,0,31
204,297,2,526
204,299,2,771
204,299,0,165
204,299,1,433
204,299,0,465
204,299,2,434
204,299,0,31
204,299,1,467
204,299,0,32
204,299,2,766
204,299,0,31
204,299,1,117
204,301,0,837
204,301,1,210
204,303,1,772
204,303,0,98
204,303,2,634
204,303,0,65
204,303,1,567
204,303,0,199
204,303,2,1200
204,303,0,31
204,303,1,333
204,303,0,32
204,303,2,415
204,305,0,339
204,305,1,233
204,305,0,32
204,305,2,534
204,307,1,570
204,307,0,32
204,307,2,451
204,309,0,370
204,309,2,267
204,309,0,31
204,309,1,534
204,309,0,64
204,309,2,500
204,309,0,31
204,309,1,720
204,311,1,1238
204,311,0,32
204,311,2,452
204,313,0,638
204,313,1,200
204,313,0,32
204,313,2,467
204,313,0,64
204,313,1,17
204,315,1,1204
204,315,0,31
204,315,2,772
204,317,0,1106
204,317,2,235
204,317,0,30
204,317,1,367
204,317,0,465
204,317,2,256
204,319,2,871
204,319,0,65
204,319,1,800
204,319,0,32
204,319,2,533
204,319,0,65
204,319,1,410
204,321,2,905
204,321,0,65
204,321,1,366
204,323,0,1136
204,323,2,166
204,323,0,31
204,323,1,433
204,323,0,66
204,323,2,96
204,325,1,1138
204,325,0,32
204,325,2,534
204,325,0,64
204,325,1,396
204,327,1,1572
204,327,0,32
204,327,2,1123
204,329,2,1269
204,329,0,65
204,329,1,634
204,329,0,31
204,329,2,401
204,329,0,64
204,329,1,433
204,329,0,32
204,329,2,400
204,329,0,31
204,329,1,634
204,329,0,31
204,329,2,309
204,331,2,937
204,331,0,31
204,331,1,633
204,331,0,32
204,331,2,667
204,331,0,98
204,331,1,467
204,331,0,31
204,331,2,824
204,333,1,1338
204,333,0,32
204,333,2,700
204,333,0,297
204,333,1,1000
204,333,0,32
204,333,2,1030
204,335,1,769
204,335,0,32
204,335,2,600
204,337,2,636
204,337,0,31
204,337,1,267
204,337,0,465
204,337,2,353
204,339,2,736
204,339,0,98
204,339,1,500
205,171,0,415
205,171,1,266
205,171,0,199
205,171,2,333
205,171,0,31
205,171,1,483
205,171,0,182
205,171,2,150
205,173,2,368
205,173,0,31
205,173,1,991
205,175,0,288
205,175,1,501
205,175,0,31
205,175,2,516
205,175,0,31
205,175,1,338
205,177,0,290
205,177,2,516
205,177,0,31
205,177,1,250
205,177,0,32
205,177,2,326
205,179,2,605
205,179,0,197
205,179,1,567
205,181,2,538
205,181,0,32
205,181,1,467
205,181,0,31
205,181,2,488
205,183,0,454
205,183,1,400
205,183,0,48
205,183,2,1433
205,183,0,31
205,183,1,200
205,183,0,33
205,183,2,1084
205,185,1,756
205,185,0,181
205,185,2,533
205,185,0,48
205,185,1,200
205,185,0,48
205,185,2,491
205,187,2,854
205,187,0,82
205,187,1,683
205,187,0,32
205,187,2,317
205,187,0,31
205,187,1,373
205,189,2,740
205,189,0,30
205,189,1,283
205,189,0,198
205,189,2,495
205,191,1,804
205,191,0,48
205,191,2,952
205,193,0,523
205,193,1,216
205,193,0,32
205,193,2,417
205,193,0,197
205,193,1,117
205,195,1,774
205,195,0,32
205,195,2,417
205,195,0,31
205,195,1,293
205,197,0,705
205,197,1,117
205,197,0,31
205,197,2,316
205,197,0,31
205,197,1,430
