parcode,trial,fix_item,fix_time
201,109,0,670
201,109,2,1833
201,109,0,565
201,109,1,300
201,111,0,640
201,111,2,300
201,111,0,163
201,111,1,236
201,113,0,270
201,113,1,367
201,113,0,31
201,113,2,538
201,115,0,138
201,115,1,400
201,115,0,98
201,115,2,801
201,115,0,31
201,115,1,166
201,117,2,339
201,117,0,231
201,117,1,1000
201,117,0,232
201,117,2,233
201,117,0,64
201,117,1,1567
201,117,0,232
201,117,2,532
201,117,0,31
201,117,1,317
201,119,2,237
201,119,0,165
201,119,1,301
201,119,0,31
201,119,2,387
201,121,1,471
201,121,0,31
201,121,2,734
201,121,0,29
201,121,1,634
201,121,0,31
201,121,2,549
201,123,2,504
201,123,0,64
201,123,1,759
201,125,2,237
201,125,0,64
201,125,1,1167
201,125,0,65
201,125,2,745
201,127,1,1170
201,127,0,31
201,127,2,833
201,127,0,64
201,127,1,867
201,127,0,32
201,127,2,305
201,129,2,572
201,129,0,30
201,129,1,1167
201,129,0,99
201,129,2,371
201,131,1,507
201,131,0,32
201,131,2,433
201,131,0,65
201,131,1,222
201,133,0,306
201,133,1,334
201,133,0,32
201,133,2,666
201,133,0,198
201,133,1,633
201,133,0,32
201,133,2,50
201,135,0,372
201,135,1,300
201,135,0,132
201,135,2,533
201,135,0,65
201,135,1,566
201,135,0,65
201,135,2,81
201,137,0,338
201,137,1,433
201,137,0,65
201,137,2,901
201,137,0,30
201,137,1,202
201,139,1,473
201,139,0,32
201,139,2,991
201,141,0,272
201,141,1,400
201,141,0,198
201,141,2,400
201,141,0,64
201,141,1,103
201,143,1,271
201,143,0,165
201,143,2,366
201,143,0,331
201,143,1,121
201,145,2,473
201,145,0,32
201,145,1,233
201,145,0,31
201,145,2,433
201,145,0,298
201,145,1,66
201,147,0,337
201,147,1,267
201,147,0,64
201,147,2,519
201,149,1,536
201,149,0,32
201,149,2,633
201,151,0,437
201,151,1,300
201,151,0,31
201,151,2,867
201,151,0,64
201,151,1,35
201,151,0,264
201,151,2,179
201,153,1,472
201,153,0,33
201,153,2,731
201,155,2,538
201,155,0,31
201,155,1,748
201,157,0,439
201,157,1,233
201,157,0,32
201,157,2,467
201,159,2,473
201,159,0,30
201,159,1,600
201,159,0,32
201,159,2,881
201,161,2,440
201,161,0,64
201,161,1,333
201,161,0,32
201,161,2,90
201,163,2,539
201,163,0,32
201,163,1,609
201,165,2,505
201,165,0,65
201,165,1,233
201,165,0,31
201,165,2,422
201,167,1,504
201,167,0,32
201,167,2,967
201,167,0,64
201,167,1,792
201,169,1,472
201,169,0,32
201,169,2,999
202,1,2,393
202,1,0,65
202,1,1,349
202,1,0,165
202,1,2,383
202,1,0,214
202,1,1,517
202,1,0,48
202,1,2,383
202,1,0,48
202,1,1,450
202,1,0,49
202,1,2,251
202,1,0,47
202,1,1,54
202,3,2,401
202,3,0,64
202,3,1,333
202,3,0,32
202,3,2,267
202,3,0,30
202,3,1,1217
202,3,0,48
202,3,2,1534
202,3,0,31
202,3,1,650
202,3,0,49
202,3,2,250
202,5,2,456
202,5,0,64
202,5,1,483
202,5,0,31
202,5,2,517
202,5,0,431
202,5,1,166
202,5,0,32
202,5,2,345
202,7,0,555
202,7,1,233
202,7,0,49
202,7,2,588
202,9,2,821
202,9,0,48
202,9,1,434
202,9,0,48
202,9,2,366
202,9,0,32
202,9,1,416
202,9,0,165
202,9,2,384
202,9,0,31
202,9,1,666
202,9,0,65
202,9,2,884
202,9,0,30
202,9,1,534
202,9,0,32
202,9,2,567
202,11,0,387
202,11,1,67
202,11,0,49
202,11,2,366
202,11,0,31
202,11,1,316
202,13,2,388
202,13,0,281
202,13,1,167
202,13,0,31
202,13,2,571
202,15,1,639
202,15,0,148
202,15,2,517
202,15,0,31
202,15,1,350
202,15,0,31
202,15,2,322
202,17,0,273
202,17,2,1016
202,17,0,64
202,17,1,501
202,17,0,281
202,17,2,1033
202,17,0,48
202,17,1,208
202,19,0,290
202,19,2,1083
202,19,0,48
202,19,1,266
202,19,0,148
202,19,2,483
202,19,0,31
202,19,1,116
202,21,0,256
202,21,2,200
202,21,0,64
202,21,1,433
202,21,0,48
202,21,2,534
202,23,2,622
202,23,0,31
202,23,1,1217
202,23,0,198
202,23,2,1617
202,23,0,197
202,23,1,176
202,25,2,487
202,25,0,48
202,25,1,400
202,25,0,48
202,25,2,603
202,27,1,636
202,27,0,99
202,27,2,684
202,27,0,48
202,27,1,200
202,27,0,49
202,27,2,366
202,27,0,264
202,27,1,217
202,27,0,48
202,27,2,118
202,29,1,804
202,29,0,31
202,29,2,1367
202,29,0,48
202,29,1,138
202,31,1,870
202,31,0,49
202,31,2,750
202,31,0,31
202,31,1,232
202,33,2,539
202,33,0,31
202,33,1,561
202,35,0,305
202,35,2,200
202,35,0,30
202,35,1,417
202,35,0,49
202,35,2,517
202,37,1,737
202,37,0,49
202,37,2,484
202,37,0,48
202,37,1,113
202,39,2,421
202,39,0,31
202,39,1,616
202,39,0,49
202,39,2,171
202,41,0,272
202,41,2,433
202,41,0,31
202,41,1,600
202,41,0,65
202,41,2,217
202,41,0,47
202,41,1,42
202,43,1,470
202,43,0,32
202,43,2,316
202,43,0,31
202,43,1,417
202,45,2,453
202,45,0,148
202,45,1,684
202,47,1,406
202,47,0,49
202,47,2,316
202,47,0,397
202,47,1,133
202,49,1,504
202,49,0,65
202,49,2,416
202,49,0,32
202,49,1,250
202,49,0,198
202,49,2,650
202,49,0,48
202,49,1,583
202,49,0,49
202,49,2,245
202,51,0,305
202,51,2,367
202,51,0,30
202,51,1,846
202,53,0,322
202,53,2,250
202,53,0,114
202,53,1,784
202,53,0,48
202,53,2,1416
202,53,0,231
202,53,1,150
202,53,0,32
202,53,2,192
202,55,1,655
202,55,0,48
202,55,2,798
202,57,2,621
202,57,0,47
202,57,1,560
202,59,2,705
202,59,0,48
202,59,1,767
202,59,0,48
202,59,2,350
202,59,0,31
202,59,1,733
202,59,0,48
202,59,2,197
202,61,1,473
202,61,0,48
202,61,2,579
202,63,0,339
202,63,1,300
202,63,0,48
202,63,2,367
202,65,1,420
202,65,0,48
202,65,2,284
202,65,0,47
202,65,1,217
202,67,1,438
202,67,0,32
202,67,2,689
202,69,0,306
202,69,2,299
202,69,0,48
202,69,1,917
202,69,0,49
202,69,2,1350
202,69,0,48
202,69,1,750
202,69,0,48
202,69,2,289
202,71,1,504
202,71,0,49
202,71,2,634
202,71,0,297
202,71,1,258
202,73,1,486
202,73,0,31
202,73,2,500
202,73,0,148
202,73,1,300
202,73,0,48
202,73,2,250
202,73,0,47
202,73,1,491
202,75,1,406
202,75,0,48
202,75,2,350
202,75,0,98
202,75,1,267
202,75,0,65
202,75,2,400
202,75,0,47
202,75,1,433
202,75,0,49
202,75,2,1067
202,75,0,31
202,75,1,89
202,77,2,405
202,77,0,31
202,77,1,350
202,77,0,165
202,77,2,533
202,79,0,288
202,79,1,2800
202,79,0,48
202,79,2,2742
202,81,2,406
202,81,0,31
202,81,1,567
202,81,0,48
202,81,2,382
202,83,0,289
202,83,1,316
202,83,0,32
202,83,2,266
202,85,2,404
202,85,0,48
202,85,1,566
202,85,0,115
202,85,2,283
202,85,0,114
202,85,1,219
202,87,0,295
202,87,2,233
202,87,0,331
202,87,1,133
202,87,0,132
202,87,2,600
202,89,1,606
202,89,0,164
202,89,2,367
202,89,0,65
202,89,1,268
202,91,0,338
202,91,2,200
202,91,0,30
202,91,1,700
202,93,1,472
202,93,0,30
202,93,2,1133
202,95,1,506
202,95,0,32
202,95,2,467
202,95,0,64
202,95,1,263
202,97,0,272
202,97,2,266
202,97,0,97
202,97,1,200
202,97,0,32
202,97,2,833
202,97,0,97
202,97,1,433
202,97,0,31
202,97,2,333
202,97,0,332
202,97,1,754
202,99,0,338
202,99,2,200
202,99,0,64
202,99,1,468
202,99,0,32
202,99,2,566
202,101,1,669
202,101,0,99
202,101,2,654
202,103,1,972
202,103,0,65
202,103,2,567
202,103,0,65
202,103,1,257
202,105,0,306
202,105,2,301
202,105,0,63
202,105,1,467
202,105,0,32
202,105,2,18
202,107,0,306
202,107,2,233
202,107,0,31
202,107,1,600
202,107,0,65
202,107,2,95
202,109,2,369
202,109,0,65
202,109,1,567
202,109,0,31
202,109,2,357
202,111,0,371
202,111,2,566
202,111,0,31
202,111,1,400
202,111,0,66
202,111,2,202
202,113,0,305
202,113,2,200
202,113,0,31
202,113,1,634
202,113,0,31
202,113,2,633
202,113,0,64
202,113,1,270
202,115,2,505
202,115,0,30
202,115,1,567
202,117,0,371
202,117,2,200
202,117,0,31
202,117,1,300
202,117,0,399
202,117,2,499
202,117,0,31
202,117,1,186
202,119,2,503
202,119,0,32
202,119,1,1134
202,119,0,31
202,119,2,905
202,121,1,503
202,121,0,65
202,121,2,1267
202,121,0,31
202,121,1,733
202,123,0,305
202,123,2,233
202,123,0,30
202,123,1,633
202,123,0,65
202,123,2,1967
202,123,0,31
202,123,1,600
202,123,0,98
202,123,2,400
202,123,0,65
202,123,1,58
202,125,2,537
202,125,0,98
202,125,1,1001
202,125,0,231
202,125,2,500
202,125,0,31
202,125,1,152
202,127,0,304
202,127,2,534
202,127,0,165
202,127,1,180
202,129,1,438
202,129,0,31
202,129,2,535
202,129,0,63
202,129,1,933
202,129,0,32
202,129,2,158
202,131,0,304
202,131,2,767
202,131,0,64
202,131,1,401
202,131,0,31
202,131,2,300
202,131,0,31
202,131,1,863
202,133,1,405
202,133,0,30
202,133,2,600
202,133,0,64
202,133,1,200
202,133,0,165
202,133,2,233
202,133,0,65
202,133,1,73
202,135,2,404
202,135,0,31
202,135,1,500
202,135,0,32
202,135,2,334
202,135,0,31
202,135,1,230
202,137,1,439
202,137,0,31
202,137,2,467
202,137,0,31
202,137,1,501
202,139,1,706
202,139,0,31
202,139,2,571
202,141,1,706
202,141,0,64
202,141,2,434
202,141,0,31
202,141,1,266
202,141,0,32
202,141,2,1166
202,141,0,199
202,141,1,499
202,143,2,405
202,143,0,31
202,143,1,567
202,143,0,31
202,143,2,399
202,143,0,65
202,143,1,145
202,145,2,405
202,145,0,31
202,145,1,267
202,145,0,31
202,145,2,1067
202,145,0,231
202,145,1,333
202,145,0,65
202,145,2,399
202,147,1,439
202,147,0,65
202,147,2,467
202,147,0,98
202,147,1,132
202,149,0,302
202,149,1,466
202,149,0,31
202,149,2,434
202,149,0,31
202,149,1,333
202,149,0,365
202,149,2,500
202,149,0,32
202,149,1,264
202,151,2,671
202,151,0,31
202,151,1,466
202,151,0,65
202,151,2,468
202,151,0,31
202,151,1,200
202,153,0,303
202,153,1,901
202,153,0,197
202,153,2,433
202,153,0,30
202,153,1,424
202,155,2,570
202,155,0,31
202,155,1,475
202,157,0,340
202,157,2,234
202,157,0,130
202,157,1,333
202,157,0,266
202,157,2,767
202,157,0,31
202,157,1,634
202,157,0,31
202,157,2,325
202,159,2,439
202,159,0,31
202,159,1,367
202,159,0,32
202,159,2,599
202,159,0,32
202,159,1,1433
202,159,0,31
202,159,2,329
202,161,1,506
202,161,0,32
202,161,2,967
202,161,0,64
202,161,1,1767
202,161,0,466
202,161,2,699
202,161,0,31
202,161,1,300
202,161,0,32
202,161,2,1133
202,161,0,31
202,161,1,747
202,163,1,538
202,163,0,33
202,163,2,566
202,163,0,31
202,163,1,266
202,163,0,232
202,163,2,333
202,163,0,31
202,163,1,267
202,163,0,65
202,163,2,201
202,165,1,506
202,165,0,31
202,165,2,1100
202,165,0,64
202,165,1,686
202,167,2,406
202,167,0,32
202,167,1,500
202,167,0,65
202,167,2,466
202,169,2,406
202,169,0,31
202,169,1,301
202,169,0,31
202,169,2,700
202,169,0,32
202,169,1,467
202,169,0,32
202,169,2,339
204,1,1,505
204,1,0,32
204,1,2,467
204,1,0,64
204,1,1,552
204,3,2,268
204,3,0,31
204,3,1,400
204,3,0,31
204,3,2,901
204,5,0,340
204,5,1,299
204,5,0,32
204,5,2,600
204,5,0,31
204,5,1,733
204,5,0,33
204,5,2,352
204,7,2,371
204,7,0,31
204,7,1,900
204,7,0,32
204,7,2,215
204,9,2,306
204,9,0,198
204,9,1,1033
204,9,0,32
204,9,2,734
204,11,2,270
204,11,0,64
204,11,1,400
204,11,0,31
204,11,2,1525
204,13,0,304
204,13,1,234
204,13,0,32
204,13,2,533
204,13,0,31
204,13,1,459
204,15,1,338
204,15,0,65
204,15,2,800
204,15,0,31
204,15,1,393
204,17,0,672
204,17,1,100
204,17,0,331
204,17,2,1033
204,17,0,64
204,17,1,372
204,19,2,306
204,19,0,64
204,19,1,600
204,19,0,32
204,19,2,466
204,19,0,65
204,19,1,184
204,21,2,336
204,21,0,266
204,21,1,299
204,21,0,32
204,21,2,667
204,21,0,30
204,21,1,534
204,21,0,65
204,21,2,346
204,23,0,338
204,23,1,267
204,23,0,31
204,23,2,534
204,23,0,64
204,23,1,102
204,25,2,305
204,25,0,64
204,25,1,433
204,25,0,31
204,25,2,298
204,27,0,338
204,27,1,200
204,27,0,32
204,27,2,534
204,27,0,30
204,27,1,567
204,29,0,306
204,29,1,200
204,29,0,64
204,29,2,556
204,31,1,440
204,31,0,164
204,31,2,633
204,31,0,132
204,31,1,433
204,31,0,65
204,31,2,213
204,33,0,371
204,33,1,434
204,33,0,32
204,33,2,700
204,33,0,31
204,33,1,700
204,33,0,64
204,33,2,534
204,35,2,239
204,35,0,64
204,35,1,667
204,35,0,65
204,35,2,416
204,37,2,270
204,37,0,31
204,37,1,400
204,37,0,32
204,37,2,833
204,37,0,64
204,37,1,600
204,37,0,31
204,37,2,155
204,39,1,505
204,39,0,31
204,39,2,683
204,41,0,371
204,41,2,301
204,41,0,31
204,41,1,493
204,43,0,305
204,43,1,234
204,43,0,31
204,43,2,667
204,43,0,31
204,43,1,1034
204,43,0,31
204,43,2,1065
204,45,2,472
204,45,0,31
204,45,1,600
204,45,0,98
204,45,2,145
204,47,0,305
204,47,2,234
204,47,0,31
204,47,1,600
204,47,0,32
204,47,2,377
204,49,2,438
204,49,0,31
204,49,1,699
204,51,1,339
204,51,0,64
204,51,2,765
204,53,2,304
204,53,0,98
204,53,1,633
204,53,0,32
204,53,2,587
204,55,2,505
204,55,0,31
204,55,1,667
204,55,0,299
204,55,2,266
204,55,0,97
204,55,1,368
204,57,0,291
204,57,1,400
204,57,0,32
204,57,2,270
204,59,0,338
204,59,1,234
204,59,0,31
204,59,2,533
204,59,0,65
204,59,1,429
204,61,2,905
204,61,0,31
204,61,1,438
204,63,1,1506
204,63,0,33
204,63,2,733
204,65,1,970
204,65,0,65
204,65,2,800
204,65,0,31
204,65,1,566
204,65,0,32
204,65,2,487
204,67,1,940
204,67,0,65
204,67,2,567
204,69,2,471
204,69,0,32
204,69,1,822
204,71,0,339
204,71,1,534
204,71,0,31
204,71,2,582
204,73,2,572
204,73,0,30
204,73,1,600
204,73,0,166
204,73,2,366
204,73,0,31
204,73,1,128
204,75,0,605
204,75,2,100
204,75,0,64
204,75,1,467
204,75,0,65
204,75,2,600
204,77,1,738
204,77,0,32
204,77,2,666
204,77,0,31
204,77,1,2
204,79,0,337
204,79,1,300
204,79,0,32
204,79,2,533
204,79,0,32
204,79,1,554
204,81,2,540
204,81,0,30
204,81,1,700
204,81,0,65
204,81,2,634
204,81,0,64
204,81,1,767
204,83,2,1139
204,83,0,64
204,83,1,748
204,85,1,1039
204,85,0,32
204,85,2,1721
204,87,1,631
204,87,0,33
204,87,2,625
204,89,0,339
204,89,1,234
204,89,0,32
204,89,2,600
204,91,1,839
204,91,0,32
204,91,2,475
204,93,2,605
204,93,0,64
204,93,1,634
204,93,0,31
204,93,2,48
204,95,1,706
204,95,0,32
204,95,2,532
204,97,0,369
204,97,1,200
204,97,0,31
204,97,2,500
204,99,1,1072
204,99,0,31
204,99,2,667
204,99,0,31
204,99,1,866
204,99,0,32
204,99,2,496
204,101,1,606
204,101,0,31
204,101,2,1168
204,101,0,30
204,101,1,567
204,101,0,431
204,101,2,63
204,103,1,673
204,103,0,31
204,103,2,1033
204,103,0,31
204,103,1,400
204,103,0,131
204,103,2,49
204,105,2,704
204,105,0,31
204,105,1,233
204,105,0,265
204,105,2,274
204,107,2,906
204,107,0,65
204,107,1,1333
204,107,0,131
204,107,2,109
204,109,1,573
204,109,0,65
204,109,2,797
204,111,0,337
204,111,1,233
204,111,0,32
204,111,2,500
204,111,0,64
204,111,1,33
204,113,0,338
204,113,1,234
204,113,0,31
204,113,2,507
204,115,0,339
204,115,1,267
204,115,0,33
204,115,2,633
204,115,0,31
204,115,1,33
204,117,1,806
204,117,0,32
204,117,2,667
204,117,0,398
204,117,1,367
204,117,0,32
204,117,2,466
204,117,0,532
204,117,1,166
204,117,0,32
204,117,2,332
204,119,2,738
204,119,0,65
204,119,1,300
204,119,0,198
204,119,2,533
204,119,0,231
204,119,1,103
204,121,0,339
204,121,1,267
204,121,0,31
204,121,2,533
204,121,0,65
204,121,1,866
204,121,0,32
204,121,2,593
204,123,2,1573
204,123,0,31
204,123,1,433
204,123,0,65
204,123,2,601
204,123,0,30
204,123,1,16
204,125,1,738
204,125,0,31
204,125,2,567
204,127,1,1672
204,127,0,31
204,127,2,600
204,127,0,31
204,127,1,567
204,127,0,31
204,127,2,219
204,129,1,1071
204,129,0,32
204,129,2,700
204,131,0,405
204,131,1,267
204,131,0,32
204,131,2,547
204,133,0,338
204,133,1,233
204,133,0,65
204,133,2,534
204,135,0,572
204,135,2,200
204,135,0,31
204,135,1,467
204,135,0,32
204,135,2,400
204,135,0,31
204,135,1,419
204,137,2,1172
204,137,0,31
204,137,1,949
204,139,2,838
204,139,0,30
204,139,1,500
204,139,0,298
204,139,2,833
204,139,0,31
204,139,1,533
204,139,0,31
204,139,2,652
204,141,1,1305
204,141,0,32
204,141,2,800
204,141,0,31
204,141,1,367
204,141,0,198
204,141,2,63
204,143,0,338
204,143,1,233
204,143,0,32
204,143,2,398
204,145,2,639
204,145,0,31
204,145,1,467
204,145,0,66
204,145,2,174
204,147,1,938
204,147,0,32
204,147,2,633
204,149,0,339
204,149,1,700
204,149,0,32
204,149,2,633
204,149,0,98
204,149,1,135
204,151,0,373
204,151,1,333
204,151,0,31
204,151,2,768
204,151,0,31
204,151,1,522
204,153,2,905
204,153,0,31
204,153,1,566
204,153,0,32
204,153,2,477
204,155,0,339
204,155,1,233
204,155,0,32
204,155,2,509
204,157,0,338
204,157,1,267
204,157,0,31
204,157,2,600
204,157,0,64
204,157,1,714
204,159,0,440
204,159,2,533
204,159,0,64
204,159,1,233
204,161,2,1337
204,161,0,31
204,161,1,433
204,161,0,32
204,161,2,367
204,161,0,64
204,161,1,267
204,161,0,198
204,161,2,334
204,163,2,639
204,163,0,31
204,163,1,367
204,163,0,98
204,163,2,204
204,165,1,1271
204,165,0,65
204,165,2,503
204,167,0,338
204,167,1,267
204,167,0,32
204,167,2,634
204,169,0,306
204,169,1,233
204,169,0,32
204,169,2,567
204,169,0,64
204,169,1,48
205,1,1,734
205,1,0,64
205,1,2,367
205,1,0,164
205,1,1,734
205,1,0,198
205,1,2,367
205,3,2,1300
205,3,0,31
205,3,1,167
205,3,0,32
205,3,2,334
205,3,0,264
205,3,1,38
205,5,0,599
205,5,2,566
205,5,0,31
205,5,1,234
205,5,0,32
205,5,2,1949
205,7,1,271
205,7,0,65
205,7,2,467
205,7,0,297
205,7,1,33
205,7,0,32
205,7,2,467
205,7,0,31
205,7,1,601
205,9,1,471
205,9,0,31
205,9,2,1747
205,11,0,303
205,11,1,333
205,11,0,32
205,11,2,434
205,11,0,198
205,11,1,596
205,13,2,669
205,13,0,331
205,13,1,200
205,13,0,298
205,13,2,367
205,13,0,331
205,13,1,167
205,13,0,31
205,13,2,668
205,15,0,337
205,15,1,200
205,15,0,65
205,15,2,1100
205,15,0,31
205,15,1,166
205,15,0,200
205,15,2,566
205,15,0,298
205,15,1,167
205,15,0,65
205,15,2,567
205,17,0,306
205,17,1,399
205,17,0,265
205,17,2,533
205,17,0,65
205,17,1,233
205,17,0,31
205,17,2,419
205,19,2,505
205,19,0,397
205,19,1,200
205,19,0,65
205,19,2,655
205,21,2,503
205,21,0,64
205,21,1,400
205,21,0,32
205,21,2,360
205,23,2,639
205,23,0,31
205,23,1,518
205,25,0,373
205,25,2,267
205,25,0,32
205,25,1,266
205,25,0,232
205,25,2,858
205,27,2,473
205,27,0,31
205,27,1,916
205,29,1,305
205,29,0,30
205,29,2,1434
205,29,0,231
205,29,1,245
205,31,0,338
205,31,1,301
205,31,0,31
205,31,2,433
205,31,0,97
205,31,1,112
205,33,1,505
205,33,0,31
205,33,2,900
205,33,0,31
205,33,1,633
205,35,2,740
205,35,0,97
205,35,1,66
205,35,0,465
205,35,2,600
205,35,0,31
205,35,1,269
205,37,0,303
205,37,1,267
205,37,0,232
205,37,2,766
205,37,0,65
205,37,1,401
205,39,0,304
205,39,1,234
205,39,0,32
205,39,2,834
205,39,0,31
205,39,1,400
205,39,0,99
205,39,2,294
205,41,0,306
205,41,2,233
205,41,0,30
205,41,1,234
205,41,0,31
205,41,2,467
205,41,0,131
205,41,1,133
205,41,0,132
205,41,2,234
205,41,0,31
205,41,1,300
205,41,0,31
205,41,2,292
205,43,2,703
205,43,0,64
205,43,1,101
205,43,0,298
205,43,2,1333
205,43,0,31
205,43,1,512
205,45,0,337
205,45,1,267
205,45,0,30
205,45,2,433
205,45,0,64
205,45,1,219
205,47,0,471
205,47,1,167
205,47,0,32
205,47,2,400
205,49,2,804
205,49,0,65
205,49,1,453
205,51,2,437
205,51,0,31
205,51,1,433
205,51,0,66
205,51,2,433
205,53,0,304
205,53,2,366
205,53,0,31
205,53,1,200
205,53,0,31
205,53,2,234
205,53,0,97
205,53,1,12
205,55,0,304
205,55,2,267
205,55,0,31
205,55,1,267
205,55,0,32
205,55,2,567
205,55,0,363
205,55,1,234
205,57,1,405
205,57,0,65
205,57,2,601
205,59,1,404
205,59,0,31
205,59,2,392
205,61,1,404
205,61,0,31
205,61,2,309
205,63,0,305
205,63,2,200
205,63,0,31
205,63,1,233
205,63,0,33
205,63,2,433
205,63,0,197
205,63,1,134
205,63,0,65
205,63,2,92
205,65,2,471
205,65,0,31
205,65,1,233
205,65,0,232
205,65,2,475
205,67,0,307
205,67,2,567
205,67,0,30
205,67,1,300
205,67,0,500
205,67,2,368
205,69,1,472
205,69,0,31
205,69,2,300
205,69,0,31
205,69,1,83
205,71,1,405
205,71,0,31
205,71,2,567
205,73,0,272
205,73,2,300
205,73,0,31
205,73,1,268
205,73,0,231
205,73,2,708
205,75,2,472
205,75,0,31
205,75,1,267
205,75,0,32
205,75,2,367
205,75,0,30
205,75,1,40
205,77,2,537
205,77,0,31
205,77,1,433
205,79,0,305
205,79,2,267
205,79,0,31
205,79,1,267
205,79,0,32
205,79,2,266
205,79,0,31
205,79,1,138
205,81,2,470
205,81,0,31
205,81,1,200
205,81,0,32
205,81,2,515
205,83,1,440
205,83,0,31
205,83,2,695
205,85,1,371
205,85,0,65
205,85,2,596
205,87,1,428
205,87,0,32
205,87,2,467
205,87,0,31
205,87,1,267
205,87,0,31
205,87,2,335
205,89,1,406
205,89,0,66
205,89,2,633
205,89,0,298
205,89,1,534
205,91,1,505
205,91,0,32
205,91,2,462
205,93,0,305
205,93,2,233
205,93,0,31
205,93,1,334
205,93,0,66
205,93,2,433
205,95,2,471
205,95,0,31
205,95,1,300
205,95,0,232
