parcode,trial,rt,choice,item_left,item_right
211,261,2027,-1,-1.725,-5.796
211,263,2692,-1,-1.344,-1.35
211,265,1357,-1,0,-9.9
211,267,2050,1,-5.632,-1.674
211,269,4042,-1,-4.416,-5.478
211,271,1988,-1,-1.456,-3.476
211,273,2924,-1,-3.658,-5.616
211,275,3821,-1,-2.2,-2.204
211,277,2574,1,-4.071,-1.056
211,279,2863,-1,-1.394,-5.396
211,281,3453,1,-5.916,-1.869
211,283,1617,1,-5.712,-2.808
211,285,2502,-1,-1.06,-5.04
211,287,1827,1,-5.544,-1.485
211,289,3125,-1,-3.2,-4.209
211,291,1826,1,-9.9,0
211,293,2646,-1,-1.442,-3.492
211,295,2361,1,-5.4,-4.42
211,297,2124,-1,-1.624,-4.65
211,299,2398,-1,-1.84,-5.832
211,301,3401,1,-6,-4.95
211,303,1971,1,-5.022,-1.056
211,305,5214,-1,-2.691,-3.663
211,307,1624,1,-5.04,-1.068
211,309,3205,-1,-2.261,-5.256
211,311,1409,1,-4.266,-1.236
211,313,1750,1,-5.53,-1.539
211,315,2547,-1,-2.968,-4.982
211,317,1572,-1,0,-9.9
211,319,1735,1,-4.83,-2.85
211,321,3285,1,-5.46,-3.465
211,323,4628,-1,-4.88,-5.874
211,325,2496,-1,-1.18,-4.176
211,327,2139,1,-5.67,-1.65
211,329,1626,-1,-2.816,-4.851
211,331,1865,1,-4.536,-1.56
211,333,1641,1,-3.416,-2.448
211,335,1004,-1,-1.08,-5.146
211,337,1049,-1,-1.32,-4.326
211,339,1870,-1,-1.802,-4.77
213,171,1733,1,-5.984,-3.016
213,173,2319,-1,-4.96,-2.916
213,175,1576,1,-5.103,-4.116
213,177,1960,1,-5.976,-5.016
213,179,2173,1,-5.005,-4.004
213,181,2496,-1,-3.969,-4.988
213,183,1793,-1,-1.32,-4.35
213,185,3291,1,-4.446,-4.418
213,187,2597,1,-4.368,-1.365
213,189,3486,-1,-2.04,-2.124
213,191,1537,1,-5.751,-1.76
213,193,2484,-1,-1.5,-5.487
213,195,1941,1,-5.406,-3.39
213,197,1508,1,-5.394,-1.344
213,199,1566,-1,-4.956,-5.963
213,201,1122,-1,-2.592,-5.625
213,203,1927,1,-4.785,-3.784
213,205,1200,-1,-2.508,-3.528
213,207,2306,1,-4.355,-3.312
213,209,3065,-1,-1.17,-5.12
213,211,950,-1,0,-9.9
213,213,2026,1,-5.307,-1.287
213,215,1961,-1,-4.845,-4.816
213,217,1890,1,-2.695,-1.638
213,219,2227,1,-5.406,-5.36
213,221,946,-1,-2.304,-5.33
213,225,891,1,-5.696,-1.74
213,227,1058,-1,-1.1,-4.042
213,229,840,1,-5.95,-1.98
213,231,984,-1,-2.376,-5.4
213,233,773,-1,-1.455,-5.46
213,235,1074,1,-3.48,-1.456
213,237,1154,-1,-3.39,-5.395
213,239,1176,1,-9.9,0
213,241,1106,-1,-2.688,-4.62
213,243,1339,-1,-2.352,-4.368
213,245,945,1,-3.036,-1.026
213,247,1658,-1,-3.456,-3.51
213,249,1094,-1,-1.944,-3.96
213,251,1152,1,-9.9,0
213,253,794,-1,-3.045,-2.046
213,255,1023,-1,-2.26,-4.326
213,257,1037,-1,0,-9.9
213,259,1263,-1,-5.2,-4.224
213,261,683,-1,-1.802,-4.77
213,263,1830,-1,-2.2,-2.204
213,265,872,-1,-1.443,-4.368
213,267,1441,-1,-4.416,-5.478
213,269,1088,-1,-1.36,-2.368
213,271,966,-1,-1.792,-1.748
213,273,678,-1,-1.428,-5.396
213,275,738,-1,-2.332,-5.355
213,277,1391,-1,-4.536,-1.56
213,279,1019,1,-5.041,-1.04
213,281,1092,-1,-4.88,-5.874
213,283,959,-1,-3.565,-5.546
213,285,597,1,-4.071,-1.056
213,287,799,-1,-1.08,-5.146
213,289,540,-1,-1.18,-4.176
213,291,716,-1,-2.968,-4.982
213,293,690,1,-5.022,-1.056
213,295,730,-1,-2.691,-3.663
213,297,747,-1,-1.344,-1.35
213,299,1016,-1,-1.84,-5.832
213,301,795,-1,-1.725,-5.796
213,303,669,-1,-1.98,-5.06
213,305,769,1,-5.544,-1.485
213,307,621,1,-3.408,-1.442
213,309,825,1,-3.066,-1.092
213,311,611,1,-2.808,-4.757
213,313,907,1,-5.04,-1.068
213,315,1043,1,-3.416,-2.448
213,317,915,-1,-2.538,-4.5
213,319,758,1,-5.632,-1.674
213,321,1016,-1,-1.7,-2.624
213,323,637,1,-4.3,-1.265
213,325,708,1,-4.221,-4.221
213,327,965,-1,-5.4,-4.42
213,329,930,-1,-3.2,-4.209
213,331,623,1,-4.263,-1.274
213,333,927,-1,-3.564,-4.55
213,335,996,-1,-3.57,-5.544
213,337,832,-1,-1.44,-5.394
213,339,1518,-1,-3.344,-3.354
214,171,5898,-1,-1.9,-1.938
214,173,2542,1,-2.968,-4.992
214,175,2053,-1,-5.394,-1.344
214,177,1976,-1,-5.103,-2.14
214,179,2859,-1,-5.005,-4.004
214,181,1866,1,-4.158,-5.185
214,183,5190,1,-1.1,-4.042
214,185,3411,-1,-4.556,-2.553
214,187,3355,-1,-4.96,-2.916
214,189,1958,1,-1.909,-5.928
214,191,3017,-1,0,-9.9
214,193,1905,1,-9.9,0
214,195,3623,-1,-3.888,-1.962
214,197,1903,1,-2.688,-4.62
214,199,3301,1,-1.92,-2.928
214,201,2481,1,-1.417,-3.366
214,203,2509,-1,-4.056,-1.06
214,205,3188,-1,-4.446,-4.418
214,207,2532,1,-1.701,-4.686
214,209,4516,1,-2.26,-4.326
214,211,1914,1,-1.944,-3.96
214,213,1215,1,-9.9,0
214,215,4080,-1,-3.328,-4.312
214,217,2862,1,-1.704,-5.67
214,219,2736,-1,-3.675,-1.638
214,221,1329,-1,0,-9.9
214,223,3240,1,-2.352,-4.368
214,225,1788,1,-4.956,-5.963
214,227,1936,1,-1.455,-5.46
214,229,1655,-1,-5.95,-1.98
214,231,2355,1,-3.944,-4.895
214,233,2867,1,-1.05,-5.056
214,235,2558,1,-1.128,-4.104
214,237,3871,1,-1.695,-1.656
214,239,2753,-1,-4.2,-1.204
214,241,1697,-1,-5.751,-1.76
214,243,1925,-1,-5.307,-3.296
214,245,2229,1,-2.508,-3.528
214,247,2588,1,-2.304,-5.33
214,249,4090,-1,-4.355,-3.312
214,251,1273,1,-3.39,-5.395
214,253,1965,1,-1.9,-5.84
214,255,1578,-1,-5.103,-4.116
214,257,3724,1,-2.816,-4.851
214,259,3254,-1,-4.18,-1.248
214,261,2261,-1,-3.96,-2.033
214,263,3323,1,-1.199,-5.208
214,265,2949,-1,-5.356,-1.368
214,267,1827,1,-1.443,-4.368
214,269,2634,-1,-5.796,-2.85
214,271,2107,1,-1.596,-2.618
214,273,4737,1,-2.464,-5.456
214,275,1882,1,-1.442,-3.492
214,277,1907,1,-1.456,-3.476
214,279,1523,-1,0,-9.9
214,281,1143,-1,-3.416,-2.448
214,283,3352,-1,-4.263,-1.274
214,285,1783,1,-1.7,-2.624
214,287,1982,-1,-5.916,-1.869
214,289,3033,1,-3.658,-5.616
214,291,1441,1,-3.2,-4.209
214,293,4138,-1,-5.775,-4.845
214,295,3044,1,-2.147,-3.161
214,297,2112,1,-3.952,-3.978
214,299,2268,1,-1.802,-4.77
214,301,3431,1,-3.3,-3.255
214,303,1712,-1,-5.852,-2.808
214,305,2516,-1,-5.544,-1.485
214,307,1936,-1,-5.742,-3.76
214,309,1486,-1,-1.32,-4.326
214,311,3381,-1,-1.41,-5.4
214,313,4731,1,-4.608,-2.552
214,315,2340,-1,-3.944,-2.925
214,317,2899,1,-4.266,-1.236
214,319,2591,-1,-5.46,-3.465
214,321,3102,-1,-5.712,-2.808
214,323,2043,-1,-4.662,-3.712
214,325,3252,-1,-4.071,-1.056
214,327,2945,-1,-3.942,-3.978
214,329,3410,-1,-4.158,-3.159
214,331,3708,1,-3.78,-3.782
214,333,2966,-1,-1.18,-4.176
214,335,2515,1,-5.67,-1.65
214,337,2750,1,-5.4,-4.42
214,339,2342,-1,-1.394,-5.396
215,171,2630,-1,-1.417,-3.366
215,173,3768,1,-5.096,-1.1
215,175,5365,1,-1.68,-1.65
215,177,5390,1,-5.568,-1.52
215,179,4394,-1,-1.881,-3.869
215,181,5210,-1,0,-9.9
215,183,3418,-1,-1.944,-3.96
215,185,3854,1,-5.984,-3.016
215,187,1936,1,-5.04,-1.05
215,189,1854,1,-4.823,-1.734
215,191,2301,1,-4.368,-1.365
215,193,3312,1,-5.751,-1.76
215,195,4542,1,-1.92,-2.928
215,197,3065,-1,-2.04,-2.124
215,199,6007,-1,-3.969,-4.988
215,201,5338,-1,-2.688,-4.62
215,203,2765,-1,-1.05,-5.056
215,205,1664,-1,0,-9.9
215,207,2933,-1,-4.845,-4.816
215,209,3746,1,-1.9,-1.938
215,211,5362,1,-5.005,-4.004
215,213,2376,1,-5.95,-1.98
215,215,1824,-1,-1.704,-5.67
215,217,6179,1,-3.045,-2.046
215,219,3273,-1,-1.01,-5.016
215,221,1908,1,-3.888,-1.962
215,223,2105,1,-4.2,-1.204
215,225,3647,-1,-1.808,-4.898
215,227,1992,1,-4.785,-3.784
215,229,2299,-1,-2.304,-5.33
215,231,4250,1,-5.696,-1.74
215,233,5644,1,-4.355,-3.312
215,235,2328,1,-2.695,-1.638
215,237,3979,-1,-3.328,-4.312
215,239,3246,-1,-2.047,-5.07
215,241,2464,1,-4.977,-4.026
215,243,2422,1,-5.307,-3.296
215,245,6061,-1,-4.158,-5.185
215,247,3999,-1,-1.729,-3.723
215,249,3685,1,-5.103,-2.14
215,251,2622,-1,-1.701,-4.686
215,253,2043,-1,-1.17,-5.12
215,255,6246,1,-4.96,-2.916
215,257,1764,-1,-1.06,-5.04
215,259,2295,-1,-2.808,-4.757
215,261,1698,-1,-1.98,-5.06
215,263,1962,1,-5.46,-3.465
215,265,2366,-1,-2.147,-3.161
215,267,7203,1,-3.952,-3.978
215,269,1501,1,-5.916,-1.869
215,271,4467,1,-6,-4.95
215,273,2313,-1,-1.725,-5.796
215,275,2872,-1,0,-9.9
215,277,1917,1,-5.544,-1.485
215,279,2422,1,-5.4,-4.42
215,281,4652,1,-4.18,-1.248
215,283,4852,1,-4.266,-1.236
215,285,1787,-1,-1.41,-5.4
215,287,3675,-1,-1.199,-5.208
215,289,1787,-1,-2.464,-5.456
215,291,2631,1,-5.356,-1.368
215,293,4199,-1,-2.691,-3.663
215,295,1893,-1,-1.394,-5.396
215,297,3799,1,-3.78,-3.782
215,299,1925,-1,-3.658,-5.616
215,301,4504,-1,-1.442,-3.492
215,303,5406,-1,-4.221,-4.221
215,305,6447,1,-4.158,-3.159
215,307,1858,-1,0,-9.9
215,309,7617,1,-1.792,-1.748
215,311,5344,1,-3.408,-1.442
215,313,2841,-1,-1.802,-4.77
215,315,8334,1,-4.071,-1.056
215,317,4031,1,-5.2,-4.224
215,319,1843,-1,-1.36,-2.368
215,321,3455,1,-4.818,-2.844
215,325,3342,-1,-4.88,-5.874
215,327,2427,-1,-1.18,-4.176
215,329,3085,1,-1.596,-2.618
215,331,1719,1,-5.041,-1.04
215,333,2539,1,-5.53,-1.539
215,335,3901,-1,-3.2,-4.209
215,337,1408,1,-5.67,-1.65
216,171,1762,-1,-1.35,-5.368
216,173,1078,1,-5.096,-1.1
216,175,3456,-1,-1.9,-1.938
216,177,802,1,-4.056,-1.06
216,179,1828,-1,-5.406,-5.36
216,181,1065,-1,-2.968,-4.992
216,183,767,1,-4.556,-2.553
216,185,1141,1,-4.355,-3.312
216,187,1137,1,-5.307,-3.296
216,189,1494,-1,-1.704,-5.67
216,191,823,-1,-1.92,-2.928
216,193,1607,1,-3.045,-2.046
216,195,2036,-1,-1.1,-4.042
216,197,725,1,-4.2,-1.204
216,199,1880,1,-4.977,-4.026
216,201,725,1,-5.04,-1.05
216,203,4064,-1,-4.845,-4.816
216,205,1324,1,-5.696,-1.74
216,207,1604,-1,-3.39,-5.395
216,209,882,1,-4.368,-1.365
216,211,897,-1,-1.01,-5.016
216,213,1104,1,-4.96,-2.916
216,215,1366,1,-3.408,-3.42
216,217,1642,1,-9.9,0
216,219,2682,1,-5.005,-4.004
216,221,1184,-1,-1.944,-3.96
216,223,777,-1,-2.688,-4.62
216,225,885,1,-5.394,-1.344
216,227,1036,-1,-2.508,-3.528
216,229,1101,1,-3.48,-1.456
216,231,7257,-1,-5.06,-4.092
216,233,1368,-1,-2.26,-4.326
216,235,903,-1,-1.5,-5.487
216,237,877,1,-5.984,-1.92
216,239,927,-1,-1.909,-5.928
216,241,1132,1,-5.103,-4.116
216,243,683,1,-2.695,-1.638
216,245,782,1,-3.675,-1.638
216,247,754,1,-5.984,-3.016
216,249,787,-1,-2.592,-5.625
216,251,1836,-1,-4.158,-5.185
216,253,1240,-1,0,-9.9
216,255,975,-1,-2.304,-5.33
216,257,897,-1,-1.443,-4.368
216,259,870,-1,-2.332,-5.355
216,261,1330,1,-3.416,-2.448
216,263,1026,-1,-3.57,-5.544
216,265,794,1,-4.662,-3.712
216,267,599,1,-5.04,-1.068
216,269,2390,-1,-1.792,-1.748
216,271,1009,1,-4.83,-2.85
216,273,1254,1,-5.742,-3.76
216,275,765,1,-5.712,-2.808
216,277,1878,-1,-2.147,-3.161
216,279,1515,-1,0,-9.9
216,281,867,-1,-1.44,-5.394
216,283,1004,1,-5.852,-2.808
216,285,776,1,-4.18,-1.248
216,287,721,1,-5.632,-1.674
216,289,2027,-1,-1.36,-2.368
216,291,831,-1,-2.538,-4.5
216,293,2915,-1,-4.221,-4.221
216,295,987,-1,-2.464,-5.456
216,297,843,-1,-1.84,-5.832
216,299,745,1,-4.818,-2.844
216,301,2100,1,-5.4,-4.42
216,303,901,-1,-2.261,-5.256
216,305,1006,1,-5.46,-3.465
216,307,952,-1,-1.394,-5.396
216,309,6440,-1,-5.2,-4.224
216,311,778,-1,-1.624,-4.65
216,313,1354,-1,-1.06,-5.04
216,315,1615,1,-4.158,-3.159
216,317,860,-1,-2.816,-4.851
216,319,895,1,-5.796,-2.85
216,321,581,1,-5.041,-1.04
216,323,693,1,-3.944,-2.925
216,325,641,1,-4.536,-1.56
216,327,6975,-1,-5.106,-4.125
216,329,903,1,-4.071,-1.056
216,331,656,-1,-1.41,-5.4
216,333,866,-1,-1.596,-2.618
216,335,3167,-1,-4.416,-5.478
216,337,899,-1,-1.18,-4.176
216,339,612,1,-3.066,-1.092
217,171,5621,1,-5.95,-1.98
217,173,5670,-1,-1.9,-5.84
217,175,6149,1,-5.04,-1.05
217,177,3276,1,-1.701,-4.686
217,179,4641,1,-3.408,-3.42
217,181,5656,1,-4.556,-2.553
217,183,5239,-1,-1.729,-3.723
217,185,4704,1,-5.328,-2.34
217,187,2951,1,-3.045,-2.046
217,189,8736,1,-4.307,-1.296
217,191,6935,1,-1.68,-1.65
217,193,5579,-1,-2.592,-5.625
217,195,5962,1,-5.406,-5.36
217,197,6977,-1,-3.456,-3.51
217,199,7951,1,-5.06,-4.092
217,201,3975,-1,-3.328,-4.312
217,203,6950,1,-2.695,-1.638
217,205,2615,1,-5.096,-1.1
217,207,4427,-1,-1.17,-5.12
217,209,4192,1,-4.96,-2.916
217,211,2517,-1,-2.376,-5.4
217,213,3789,1,-5.661,-2.691
217,217,4368,-1,-1.944,-3.96
217,219,3853,1,-5.976,-5.016
217,221,3559,1,-4.785,-3.784
217,223,5673,1,-4.964,-5.978
217,225,5409,1,-5.208,-3.201
217,227,1610,-1,0,-9.9
217,229,4368,1,-4.355,-3.312
217,231,2805,1,-5.005,-4.004
217,233,4301,1,-1.92,-2.928
217,235,5182,-1,-1.128,-4.104
217,237,3369,-1,-4.446,-4.418
217,239,5517,1,-5.103,-4.116
217,241,4414,1,-5.406,-3.39
217,243,5063,-1,-4.158,-5.185
217,245,8219,1,-4.823,-1.734
217,247,5046,1,-5.696,-1.74
217,249,885,1,-9.9,0
217,251,5568,-1,-3.969,-4.988
217,253,2262,-1,-1.909,-5.928
217,255,2772,1,-4.056,-1.06
217,257,2340,-1,-1.32,-4.326
217,259,2164,-1,-3.944,-2.925
217,261,3050,-1,-2.968,-4.982
217,263,3629,-1,-2.332,-5.355
217,265,3685,-1,-1.98,-5.06
217,267,5433,-1,-1.06,-5.04
217,269,3890,-1,-1.456,-3.476
217,271,4574,1,-3.3,-3.255
217,273,5117,-1,-1.41,-5.4
217,275,2811,1,-5.67,-1.65
217,277,6610,1,-3.344,-3.354
217,279,2625,-1,-1.725,-5.796
217,281,3806,-1,-1.36,-2.368
217,283,2975,1,-5.53,-1.539
217,285,4275,1,-5.632,-1.674
217,287,3649,1,-5.356,-1.368
217,289,3590,1,-3.416,-2.448
217,291,3399,1,-5.2,-4.224
217,293,5792,1,-6,-4.95
217,295,2120,1,-5.04,-1.068
217,297,8022,-1,-4.416,-5.478
217,299,3299,1,-5.796,-2.85
217,301,5921,1,-5.4,-4.42
217,303,3223,1,-4.18,-1.248
217,305,1887,1,-5.712,-2.808
217,307,2554,-1,-1.428,-5.396
217,309,4679,-1,-2.816,-4.851
217,311,5549,-1,-4.88,-5.874
217,313,3772,1,-5.022,-1.056
217,315,5795,-1,-1.344,-1.35
217,317,824,-1,0,-9.9
217,319,2525,-1,-4.158,-3.159
217,321,2845,1,-4.263,-1.274
217,323,2603,1,-5.775,-4.845
217,325,4679,-1,-1.84,-5.832
217,327,4321,1,-1.792,-1.748
217,329,2151,1,-5.106,-4.125
217,331,2952,1,-5.12,-3.105
217,333,2448,-1,-1.802,-4.77
217,335,4633,1,-3.066,-1.092
217,337,744,1,-9.9,0
217,339,3061,1,-5.041,-1.04
219,171,4874,-1,-1.729,-3.723
219,173,2295,-1,-2.047,-5.07
219,175,2143,-1,-4.158,-5.185
219,177,3654,1,-2.695,-1.638
219,179,2791,-1,-5.406,-5.36
219,181,1247,-1,-1.701,-4.686
219,183,1100,1,-3.036,-1.026
219,185,1065,1,-5.04,-1.05
219,187,1587,1,-4.355,-3.312
219,189,1621,-1,-1.909,-5.928
219,191,1704,1,-4.368,-1.365
219,193,1172,-1,-1.704,-5.67
219,195,1997,1,-1.9,-1.938
219,197,1306,-1,-2.376,-5.4
219,199,2984,-1,-4.964,-5.978
219,201,1015,1,-5.95,-1.98
219,203,1708,-1,0,-9.9
219,205,1609,1,-3.888,-1.962
219,207,1252,-1,-1.128,-4.104
219,209,1953,1,-3.408,-3.42
219,211,2577,1,-3.969,-4.988
219,213,1328,-1,-1.808,-4.898
219,215,1329,1,-5.307,-3.296
219,217,1115,1,-3.48,-1.456
219,219,2000,-1,-1.417,-3.366
219,221,872,1,-2.04,-2.124
219,223,1768,-1,-1.92,-2.928
219,225,1038,1,-4.556,-2.553
219,227,1773,1,-4.446,-4.418
219,229,3285,-1,-4.845,-4.816
219,231,2147,-1,-1.1,-4.042
219,233,1946,1,-4.96,-2.916
219,235,809,-1,-1.455,-5.46
219,237,1205,1,-5.661,-2.691
219,239,1181,-1,-3.06,-3.99
219,241,1026,-1,-2.26,-4.326
219,243,1777,1,-5.406,-3.39
219,245,1904,1,-5.976,-5.016
219,247,811,1,-5.394,-1.344
219,249,1296,1,-4.2,-1.204
219,251,1316,-1,-1.32,-4.35
219,253,1248,-1,-1.01,-5.016
219,255,1161,1,-5.568,-1.52
219,257,2101,-1,-2.464,-5.456
219,259,1114,-1,-1.624,-4.65
219,261,983,1,-5.67,-1.65
219,263,1005,-1,-1.7,-2.624
219,265,1184,1,-5.46,-3.465
219,267,1565,1,-3.066,-1.092
219,269,1122,-1,-1.394,-5.396
219,271,1213,1,-5.041,-1.04
219,273,1632,1,-5.2,-4.224
219,275,1002,1,-5.53,-1.539
219,277,1134,-1,0,-9.9
219,279,954,-1,0,-9.9
219,281,1884,1,-1.792,-1.748
219,283,3082,1,-5.4,-4.42
219,285,2358,-1,-4.221,-4.221
219,287,1701,1,-5.796,-2.85
219,289,1417,1,-4.662,-3.712
219,291,1076,1,-4.3,-1.265
219,293,1363,1,-5.04,-1.068
219,295,1428,-1,-3.57,-5.544
219,297,1228,-1,0,-9.9
219,299,1396,1,-5.852,-2.808
219,301,1242,-1,-1.18,-4.176
219,303,3101,1,-5.106,-4.125
219,305,906,-1,-3.565,-5.546
219,307,2133,1,-6,-4.95
219,309,1083,-1,-1.456,-3.476
219,311,2753,1,-2.2,-2.204
219,313,2095,-1,-2.968,-4.982
219,315,1124,-1,-2.816,-4.851
219,317,2302,-1,-2.332,-5.355
219,319,1040,-1,-1.44,-5.394
219,321,2049,-1,-3.3,-3.255
219,323,890,-1,-2.261,-5.256
219,325,1085,1,-5.632,-1.674
219,327,874,-1,-1.98,-5.06
219,329,1134,1,-4.263,-1.274
219,331,672,-1,-1.442,-3.492
219,333,1050,1,-4.18,-1.248
219,335,1190,1,-5.916,-1.869
219,337,1242,1,-3.96,-2.033
219,339,1077,1,-4.608,-2.552
220,171,1326,-1,0,-9.9
220,173,3837,1,-5.103,-2.14
220,175,2297,1,-5.661,-2.691
220,177,4936,-1,-4.956,-5.963
220,179,2812,-1,-2.592,-5.625
220,181,2792,-1,-2.352,-4.368
220,183,2721,-1,-2.26,-4.326
220,185,3499,1,-4.355,-3.312
220,187,3620,-1,-1.729,-3.723
220,189,2538,-1,-1.92,-2.928
220,191,1646,1,-3.675,-1.638
220,193,1619,-1,-1.128,-4.104
220,195,2802,-1,-2.688,-4.62
220,197,3194,1,-9.9,0
220,199,1179,1,-5.307,-1.287
220,201,1261,1,-5.04,-1.05
220,203,1568,-1,-1.455,-5.46
220,205,5393,1,-3.408,-3.42
220,207,2783,1,-4.96,-2.916
220,209,2113,-1,-1.909,-5.928
220,211,1191,-1,-1.01,-5.016
220,213,1530,-1,-1.944,-3.96
220,215,1859,1,-5.406,-3.39
220,217,2161,-1,-1.32,-4.35
220,219,4168,1,-5.06,-4.092
220,221,1156,1,-4.056,-1.06
220,223,1739,1,-4.556,-2.553
220,225,2843,-1,-3.969,-4.988
220,227,2563,1,-5.976,-5.016
220,229,1791,-1,-2.968,-4.992
220,231,1306,-1,-1.704,-5.67
220,233,1879,1,-5.394,-1.344
220,235,1401,1,-4.307,-1.296
220,237,1085,1,-9.9,0
220,239,5182,-1,-1.695,-1.656
220,241,4421,-1,-4.158,-5.185
220,243,1342,1,-5.95,-1.98
220,245,1704,1,-5.696,-1.74
220,247,2052,-1,-2.508,-3.528
220,249,3233,-1,-3.06,-3.99
220,251,2015,1,-5.103,-4.116
220,253,1352,1,-3.48,-1.456
220,255,3527,1,-1.68,-1.65
220,257,2091,1,-4.158,-3.159
220,259,1664,-1,-1.428,-5.396
220,261,1326,-1,-2.464,-5.456
220,263,3113,1,-5.775,-4.845
220,265,2067,1,-3.408,-1.442
220,267,1164,-1,-1.18,-4.176
220,269,1186,1,-4.3,-1.265
220,271,1270,-1,-1.624,-4.65
220,273,2360,1,-3.066,-1.092
220,275,1508,-1,-2.816,-4.851
220,277,3573,-1,-2.147,-3.161
220,279,3516,-1,-4.88,-5.874
220,281,1886,-1,-1.442,-3.492
220,283,1374,1,-4.266,-1.236
220,285,1472,1,-5.53,-1.539
220,287,1463,1,-5.712,-2.808
220,289,1897,-1,-1.596,-2.618
220,291,1410,-1,-2.261,-5.256
220,293,3133,-1,-3.942,-3.978
220,295,2441,-1,-1.394,-5.396
220,297,1845,1,-5.2,-4.224
220,299,3089,1,-5.4,-4.42
220,301,1088,-1,-1.443,-4.368
220,303,2194,1,-3.78,-3.782
220,305,1802,-1,-1.44,-5.394
220,307,2682,1,-4.662,-3.712
220,309,2024,-1,-1.06,-5.04
220,311,1864,-1,-3.3,-3.255
220,313,1549,1,-4.536,-1.56
220,315,1101,1,-4.071,-1.056
220,317,2921,-1,-1.344,-1.35
220,319,1885,1,-5.12,-3.105
220,321,1621,1,-5.544,-1.485
220,323,1489,-1,-2.968,-4.982
220,325,2866,-1,-2.332,-5.355
220,327,2133,-1,-3.2,-4.209
220,329,1710,1,-5.022,-1.056
220,331,1878,1,-5.742,-3.76
220,333,3091,-1,-1.792,-1.748
220,335,4629,1,-3.952,-3.978
220,337,1843,-1,-1.7,-2.624
220,339,3268,1,-4.221,-4.221
222,171,5360,-1,-1.9,-5.84
222,173,550,-1,-1.704,-5.67
222,175,7993,1,-4.96,-2.916
222,177,4508,1,-5.096,-1.1
222,179,3657,-1,-2.047,-5.07
222,181,3564,1,-5.307,-1.287
222,183,6025,1,-5.103,-4.116
222,185,6274,1,-2.26,-4.326
222,187,4699,-1,-1.417,-3.366
222,189,4340,-1,-1.35,-5.368
222,191,3822,1,-1.9,-1.938
222,193,3153,-1,0,-9.9
222,195,5168,1,-5.696,-1.74
222,197,1871,1,-5.394,-1.344
222,199,1577,1,-5.103,-2.14
222,201,4501,-1,-3.328,-4.312
222,203,6808,1,-1.92,-2.928
222,205,4128,-1,-1.01,-5.016
222,207,5285,-1,-4.964,-5.978
222,209,4701,1,-4.355,-3.312
222,211,4564,1,-5.95,-1.98
222,213,6420,-1,-4.158,-5.185
222,215,6398,1,-5.06,-4.092
222,217,2455,1,-3.675,-1.638
222,219,2915,-1,-1.1,-4.042
222,221,3787,1,-4.977,-4.026
222,223,3151,1,-5.307,-3.296
222,225,4160,1,-4.056,-1.06
222,227,4007,-1,-4.556,-2.553
222,229,2612,1,-5.04,-1.05
222,231,5765,1,-2.508,-3.528
222,233,5925,1,-5.984,-1.92
222,235,2962,1,-5.976,-5.016
222,237,5125,1,-5.568,-1.52
222,239,3183,-1,-3.06,-3.99
222,241,2426,1,-5.005,-4.004
222,243,2958,1,-4.368,-1.365
222,245,3361,-1,-2.304,-5.33
222,247,4652,1,-3.408,-3.42
222,249,3071,1,-3.888,-1.962
222,251,1971,1,-5.208,-3.201
222,253,1557,-1,-1.05,-5.056
222,255,4108,-1,-2.968,-4.992
222,257,3443,1,-1.7,-2.624
222,259,5027,-1,-3.78,-3.782
222,261,3143,1,-1.08,-5.146
222,263,2641,1,-3.066,-1.092
222,265,4284,-1,-3.564,-4.55
222,267,3046,1,-5.4,-4.42
222,269,2817,-1,-1.36,-2.368
222,271,1525,-1,-1.32,-4.326
222,273,3980,1,-4.608,-2.552
222,275,1669,1,-4.536,-1.56
222,277,1580,-1,0,-9.9
222,279,3635,-1,-3.565,-5.546
222,281,6708,1,-6,-4.95
222,283,1517,-1,-1.394,-5.396
222,285,2336,1,-4.263,-1.274
222,287,2345,-1,-2.816,-4.851
222,289,2408,1,-4.158,-3.159
222,291,1466,-1,-2.968,-4.982
222,293,1422,1,-5.916,-1.869
222,295,4374,1,-5.775,-4.845
222,297,6181,1,-3.3,-3.255
222,299,1942,1,-5.796,-2.85
222,301,2668,-1,-2.808,-4.757
222,303,3636,-1,-2.691,-3.663
222,305,2059,-1,-1.443,-4.368
222,307,5350,1,-1.44,-5.394
222,309,3033,1,-5.022,-1.056
222,311,2953,1,-5.544,-1.485
222,313,2563,1,-5.041,-1.04
222,315,1628,1,-9.9,0
222,317,3605,1,-3.416,-2.448
222,319,3972,-1,-1.428,-5.396
222,321,3040,1,-5.712,-2.808
222,323,1610,1,-5.632,-1.674
222,325,1856,-1,-1.98,-5.06
222,327,5691,-1,-3.944,-2.925
222,329,3818,-1,-5.2,-4.224
222,331,4011,1,-3.408,-1.442
222,333,3983,-1,-3.2,-4.209
222,335,2864,-1,-1.725,-5.796
222,337,1898,-1,-2.464,-5.456
223,171,2098,1,-5.661,-2.691
223,173,4005,1,-1.695,-1.656
223,175,2197,-1,-1.35,-5.368
223,177,2875,1,-4.823,-1.734
223,179,2753,-1,-3.944,-4.895
223,181,3674,-1,-3.456,-3.51
223,183,4619,-1,-1.944,-3.96
223,185,2552,1,-5.096,-1.1
223,187,2202,1,-2.695,-1.638
223,189,2038,-1,-3.39,-5.395
223,191,2206,1,-5.394,-1.344
223,193,3616,1,-5.984,-1.92
