201
"aDDMTrial(DDMTrial(Number[], 1183.0, -1.0, 3.84, 1.819), Number[2, 0, 1], Number[202, 181, 334], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 973.0, 1.0, 2.89, 5.92), Number[1, 0, 2], Number[206, 215, 499], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2015.0, -1.0, 3.8, 4.84), Number[2, 0, 1, 0, 2, 0, 1, 0, 2], Number[205, 48, 200, 48, 567, 64, 500, 316, 58], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1084.0, 1.0, 2.968, 4.928), Number[2, 0, 1], Number[489, 47, 450], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1032.0, -1.0, 5.332, 1.386), Number[1, 0, 2, 0, 1], Number[456, 182, 300, 31, 16], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1137.0, 1.0, 2.997, 4.964), Number[2, 0, 1, 0, 2], Number[556, 47, 283, 181, 64], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1720.0, -1.0, 2.94, 1.952), Number[0, 1, 0, 2, 0, 1, 0, 2, 0, 1], Number[269, 200, 48, 367, 48, 200, 65, 233, 48, 233], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1783.0, 1.0, 2.04, 4.98), Number[2, 0, 1, 0, 2, 0, 1, 0, 2], Number[405, 31, 167, 48, 316, 65, 417, 299, 26], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1100.0, -1.0, 9.9, 0.0), Number[0, 1, 0, 2], Number[272, 516, 216, 94], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1280.0, 1.0, 2.242, 5.175), Number[1, 0, 2], Number[805, 48, 423], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1007.0, 1.0, 2.407, 4.422), Number[1, 0, 2], Number[489, 48, 467], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1014.0, 1.0, 3.689, 5.698), Number[0, 1, 0, 2], Number[306, 217, 64, 423], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1880.0, -1.0, 4.725, 1.824), Number[2, 0, 1, 0, 2], Number[438, 48, 267, 348, 767], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1246.0, -1.0, 5.22, 2.24), Number[1, 0, 2, 0, 1, 0, 2], Number[221, 48, 433, 30, 167, 264, 74], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2132.0, -1.0, 1.98, 1.976), Number[0, 1, 0, 2, 0, 1], Number[323, 550, 65, 483, 31, 183], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1280.0, 1.0, 1.19, 5.232), Number[0, 1, 0, 2], Number[672, 333, 33, 239], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1551.0, 1.0, 1.06, 5.046), Number[0, 1, 0, 2], Number[307, 800, 48, 393], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1895.0, -1.0, 1.116, 2.079), Number[2, 0, 1, 0, 2, 0, 1], Number[439, 30, 383, 248, 384, 231, 171], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1198.0, -1.0, 2.275, 1.32), Number[1, 0, 2, 0, 1], Number[220, 182, 200, 31, 517], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2228.0, -1.0, 2.088, 3.116), Number[0, 1, 0, 2, 0, 1], Number[271, 233, 31, 651, 614, 422], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1414.0, 1.0, 1.548, 4.575), Number[0, 2, 0, 1, 0, 2], Number[290, 183, 47, 284, 165, 440], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 960.0, -1.0, 5.325, 1.335), Number[0, 2, 0, 1], Number[289, 266, 32, 371], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1173.0, -1.0, 5.551, 1.515), Number[2, 0, 1, 0, 2], Number[475, 47, 250, 316, 80], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1793.0, 1.0, 3.552, 4.543), Number[0, 2, 0, 1, 0, 2], Number[290, 150, 47, 700, 48, 552], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2063.0, 1.0, 1.218, 5.226), Number[1, 0, 2, 0, 1], Number[1107, 65, 667, 65, 155], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1349.0, 1.0, 3.248, 3.276), Number[0, 1, 0, 2], Number[329, 535, 30, 452], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1114.0, 1.0, 2.76, 4.814), Number[0, 1, 0, 2], Number[299, 300, 32, 481], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 875.0, 1.0, 1.199, 5.27), Number[0, 2], Number[298, 576], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 955.0, -1.0, 5.278, 4.223), Number[0, 2, 0, 1], Number[270, 134, 32, 517], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 947.0, 1.0, 2.744, 5.795), Number[1, 0, 2], Number[471, 64, 409], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2858.0, -1.0, 4.24, 2.247), Number[2, 0, 1, 0, 2, 0, 1, 0, 2], Number[471, 31, 333, 199, 734, 64, 567, 32, 266], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2117.0, -1.0, 5.251, 3.24), Number[2, 0, 1, 0, 2], Number[304, 198, 734, 65, 811], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1468.0, 1.0, 2.87, 4.864), Number[1, 0, 2], Number[404, 131, 930], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1987.0, 1.0, 2.352, 3.28), Number[1, 0, 2, 0, 1, 0, 2, 0, 1], Number[469, 32, 567, 30, 300, 65, 467, 31, 17], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1392.0, -1.0, 4.617, 1.577), Number[0, 1, 0, 2, 0, 1], Number[338, 267, 31, 367, 64, 34], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1073.0, 1.0, 2.006, 5.025), Number[1, 0, 2], Number[471, 64, 535], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1420.0, -1.0, 9.9, 0.0), Number[0, 1, 0, 2, 0, 1], Number[306, 366, 32, 467, 63, 181], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1990.0, 1.0, 1.767, 1.794), Number[2, 0, 1, 0, 2], Number[439, 31, 666, 466, 383], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2803.0, 1.0, 3.193, 4.16), Number[1, 0, 2, 0, 1, 0, 2, 0, 1], Number[437, 32, 800, 32, 433, 32, 600, 31, 366], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1277.0, 1.0, 0.0, 9.9), Number[0, 1, 0, 2], Number[306, 401, 31, 537], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1321.0, -1.0, 5.084, 2.1), Number[2, 0, 1], Number[439, 31, 848], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1262.0, 1.0, 2.444, 4.453), Number[2, 0, 1, 0, 2], Number[505, 31, 300, 32, 389], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2175.0, -1.0, 1.596, 2.673), Number[0, 1, 0, 2, 0, 1], Number[405, 233, 31, 767, 64, 670], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2658.0, -1.0, 2.457, 3.399), Number[2, 0, 1, 0, 2, 0, 1, 0, 2], Number[508, 30, 301, 32, 700, 31, 634, 31, 333], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1745.0, -1.0, 5.103, 5.11), Number[0, 2, 0, 1, 0, 2], Number[272, 267, 65, 800, 65, 271], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1941.0, -1.0, 3.09, 0.999), Number[2, 0, 1, 0, 2, 0, 1], Number[503, 65, 567, 32, 266, 31, 470], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1700.0, -1.0, 5.28, 1.312), Number[1, 0, 2, 0, 1, 0, 2], Number[239, 266, 366, 31, 233, 31, 526], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 3417.0, -1.0, 3.534, 2.52), Number[0, 2, 0, 1], Number[670, 1833, 565, 300], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1609.0, 1.0, 2.088, 4.14), Number[0, 1, 0, 2], Number[305, 300, 66, 936], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1342.0, -1.0, 4.662, 2.688), Number[0, 2, 0, 1], Number[640, 300, 163, 236], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1093.0, 1.0, 1.136, 4.154), Number[0, 1, 0, 2], Number[306, 267, 66, 452], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1209.0, -1.0, 9.9, 0.0), Number[0, 1, 0, 2], Number[270, 367, 31, 538], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1511.0, -1.0, 4.148, 2.133), Number[0, 1, 0, 2], Number[338, 233, 66, 367], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1703.0, -1.0, 4.42, 2.375), Number[0, 1, 0, 2, 0, 1], Number[138, 400, 98, 801, 31, 166], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1261.0, -1.0, 5.865, 1.856), Number[0, 1, 0, 2], Number[270, 267, 32, 434], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 4790.0, -1.0, 3.591, 2.553), Number[2, 0, 1, 0, 2, 0, 1, 0, 2, 0, 1], Number[339, 231, 1000, 232, 233, 64, 1567, 232, 532, 31, 317], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1104.0, 1.0, 1.728, 2.759), Number[1, 0, 2], Number[473, 31, 597], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1125.0, 1.0, 4.536, 4.524), Number[2, 0, 1, 0, 2], Number[237, 165, 301, 31, 387], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1177.0, 1.0, 1.498, 4.437), Number[2, 0, 1, 0, 2], Number[470, 64, 401, 32, 205], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2487.0, 1.0, 5.238, 4.209), Number[1, 0, 2, 0, 1, 0, 2], Number[471, 31, 734, 29, 634, 31, 549], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 3114.0, -1.0, 3.24, 3.3), Number[0, 1, 0, 2, 0, 1, 0, 2, 0, 1, 0, 2], Number[305, 234, 65, 633, 98, 800, 32, 568, 230, 101, 31, 8], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1331.0, -1.0, 5.328, 1.335), Number[2, 0, 1], Number[504, 64, 759], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2473.0, -1.0, 5.58, 2.574), Number[0, 1, 0, 2, 0, 1], Number[305, 800, 165, 767, 364, 33], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2283.0, -1.0, 5.39, 1.36), Number[2, 0, 1, 0, 2], Number[237, 64, 1167, 65, 745], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2037.0, 1.0, 1.116, 5.124), Number[0, 1, 0, 2], Number[305, 67, 265, 1397], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 3310.0, -1.0, 3.0, 2.071), Number[1, 0, 2, 0, 1, 0, 2], Number[1170, 31, 833, 64, 867, 32, 305], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1734.0, 1.0, 1.44, 5.46), Number[2, 0, 1, 0, 2], Number[372, 98, 333, 65, 861], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2244.0, -1.0, 5.671, 1.76), Number[2, 0, 1, 0, 2], Number[572, 30, 1167, 99, 371], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1424.0, 1.0, 2.94, 4.941), Number[1, 0, 2], Number[572, 98, 751], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1263.0, -1.0, 3.168, 1.152), Number[1, 0, 2, 0, 1], Number[507, 32, 433, 65, 222], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 944.0, -1.0, 4.35, 1.309), Number[2, 0, 1], Number[473, 64, 300], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2257.0, 1.0, 4.485, 5.472), Number[0, 1, 0, 2, 0, 1, 0, 2], Number[306, 334, 32, 666, 198, 633, 32, 50], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1148.0, 1.0, 0.0, 9.9), Number[0, 1, 0, 2], Number[304, 466, 32, 343], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2122.0, 1.0, 2.808, 5.785), Number[0, 1, 0, 2, 0, 1, 0, 2], Number[372, 300, 132, 533, 65, 566, 65, 81], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1468.0, -1.0, 5.995, 1.989), Number[0, 1, 0, 2, 0, 1], Number[338, 300, 66, 300, 264, 100], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1974.0, 1.0, 1.776, 2.828), Number[0, 1, 0, 2, 0, 1], Number[338, 433, 65, 901, 30, 202], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1313.0, -1.0, 5.46, 2.508), Number[2, 0, 1], Number[539, 31, 566], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1499.0, 1.0, 1.8, 5.822), Number[1, 0, 2], Number[473, 32, 991], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2660.0, -1.0, 3.588, 1.558), Number[1, 0, 2, 0, 1, 0, 2], Number[471, 65, 299, 65, 1333, 32, 388], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1442.0, -1.0, 5.1, 1.144), Number[0, 1, 0, 2, 0, 1], Number[272, 400, 198, 400, 64, 103], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1267.0, -1.0, 2.075, 1.116), Number[1, 0, 2], Number[473, 64, 367], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1259.0, -1.0, 4.416, 4.332), Number[1, 0, 2, 0, 1], Number[271, 165, 366, 331, 121], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1027.0, 1.0, 1.84, 5.916), Number[1, 0, 2], Number[238, 199, 566], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1574.0, 1.0, 3.528, 5.55), Number[2, 0, 1, 0, 2, 0, 1], Number[473, 32, 233, 31, 433, 298, 66], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 3874.0, 1.0, 5.61, 4.554), Number[2, 0, 1, 0, 2, 0, 1, 0, 2], Number[507, 30, 1000, 198, 1000, 65, 399, 32, 634], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1190.0, 1.0, 2.61, 5.544), Number[0, 1, 0, 2], Number[337, 267, 64, 519], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1799.0, -1.0, 4.272, 1.288), Number[0, 1, 0, 2, 0, 1, 0, 2], Number[306, 301, 65, 400, 64, 233, 65, 359], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1265.0, 1.0, 2.625, 5.6), Number[1, 0, 2], Number[536, 32, 633], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2242.0, 1.0, 4.36, 4.3), Number[1, 0, 2], Number[504, 65, 1200], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2184.0, -1.0, 5.353, 4.36), Number[0, 1, 0, 2, 0, 1, 0, 2], Number[437, 300, 31, 867, 64, 35, 264, 179], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1092.0, 1.0, 2.943, 4.949), Number[1, 0, 2], Number[538, 31, 520], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1400.0, -1.0, 5.7, 2.668), Number[1, 0, 2], Number[472, 33, 731], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1094.0, 1.0, 1.491, 5.451), Number[0, 1, 0, 2], Number[306, 267, 65, 454], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1321.0, -1.0, 4.864, 5.83), Number[2, 0, 1], Number[538, 31, 748], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1378.0, 1.0, 2.38, 4.422), Number[2, 0, 1, 0, 2], Number[572, 32, 434, 32, 304], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1496.0, -1.0, 5.025, 2.079), Number[0, 1, 0, 2], Number[439, 233, 32, 467], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 1950.0, -1.0, 1.11, 1.17), Number[1, 0, 2, 0, 1], Number[471, 32, 433, 31, 978], Number[], 0.0)"
"aDDMTrial(DDMTrial(Number[], 2021.0, 1.0, 5.244, 5.217), Number[2, 0, 1, 0, 2], Number[473, 30, 600, 32, 881], Number[], 0.0)"
